10,3.00E+04,10,8.00E+04
10,4.00E+04,10,5.00E+04
8,4.50E+04,10,4.50E+04
5,5.00E+04,8,5.00E+04
3,5.50E+04,5,5.50E+04
2,5.50E+04,3,6.00E+04
1,7.00E+04,3,6.50E+04
0.5,9.00E+04,2,6.00E+04
0,8.00E+04,1,7.50E+04
0,1.10E+05,1,9.00E+04
,,1,8.00E+04
,,0.5,9.50E+04
,,0.5,1.00E+05
,,0.5,1.10E+05
,,0,1.30E+05
,,0,1.20E+05
,,0,1.15E+05
"													",,,
"													",,,
"													",,,
"													",,,
