10,7.00E+04,10,8.00E+04
5,7.00E+04,10,7.50E+04
,,5,1.05E+05
,,5,1.00E+05
,,5,9.50E+04
,,5,9.00E+04
3,7.00E+04,5,8.00E+04
3,8.00E+04,,
3,8.50E+04,,
2,9.00E+04,,
2,9.50E+04,,
1,1.05E+05,,
1,1.15E+05,,
1,1.20E+05,,
,,,
,,3,1.10E+05
,,3,9.00E+04
,,2,1.00E+05
,,1,1.25E+05
,,,
,,,
"										",,,
"										",,,
"										",,,
"										",,,
"										",,,
"										",,,
"										",,,
"										",,,
"										",,,
"										",,,
"										",,,
"										",,,
"										",,,
"										",,,
"										",,,
"										",,,
"										",,,
"										",,,
"										",,,
"										",,,
"										",,,
"										",,,
"										",,,
"										",,,
"										",,,
"										",,,
"										",,,
"										",,,
"	2.75E+04	0								",,,
"	2.75E+04	5								",,,
"	2.75E+04	10								",,,
